attack_cat,confidence
0,0.8914055
0,0.89716303
2,0.66502476
0,0.89534825
0,0.88982445
0,0.8898632
2,0.6580609
0,0.89614624
0,0.8614044
2,0.6444497
2,0.6438545
0,0.8819738
2,0.57433057
0,0.88816226
0,0.89498085
0,0.8844146
2,0.6563132
2,0.6516715
0,0.8856019
0,0.89436597
0,0.8504716
2,0.64179975
0,0.8820332
2,0.65432197
0,0.8908922
2,0.6440469
0,0.8933544
2,0.65560985
2,0.6615608
2,0.6527402
2,0.6427809
0,0.8933553
2,0.6322267
0,0.88873804
0,0.8953252
0,0.890003
0,0.8870055
0,0.88407177
2,0.66326624
2,0.65494096
0,0.889701
2,0.6451058
0,0.87869346
2,0.6696461
0,0.8853455
0,0.8975766
0,0.89339375
0,0.8930175
0,0.8855801
0,0.87179774
0,0.8582791
0,0.8866348
0,0.8293915
0,0.887111
2,0.6553558
0,0.8878322
0,0.88823515
2,0.6502354
0,0.86663085
0,0.8868674
0,0.8892399
2,0.663256
0,0.8899626
0,0.89172035
0,0.89635354
2,0.6578293
2,0.6427461
2,0.65291226
0,0.88487625
0,0.8900735
0,0.89477724
0,0.83721954
2,0.6517235
0,0.88997906
0,0.8980982
0,0.89500785
0,0.8942561
2,0.6473526
2,0.653735
0,0.8879877
0,0.8918991
2,0.6412423
0,0.8925632
0,0.89137304
0,0.8898601
0,0.89476013
0,0.8860077
2,0.655945
0,0.8863755
0,0.89579743
0,0.8877359
2,0.6504332
2,0.6581095
0,0.8870117
2,0.66025805
0,0.8822353
0,0.8918373
2,0.63732207
0,0.8956326
0,0.88554114
2,0.6326462
0,0.89329517
0,0.88719565
0,0.887601
2,0.6553234
0,0.8953559
0,0.8736932
0,0.89451456
0,0.8931944
0,0.88476497
0,0.8841184
2,0.64231646
2,0.6536497
0,0.8849608
0,0.8887868
2,0.63438797
0,0.8943302
2,0.66114
0,0.89568037
0,0.8828542
0,0.8964021
0,0.891218
0,0.8879321
2,0.65056264
0,0.8787457
0,0.8812866
0,0.88870627
0,0.87090623
0,0.881415
0,0.8628001
0,0.8975393
0,0.85334456
0,0.89061916
0,0.8876464
0,0.88859934
0,0.8881447
0,0.89655346
2,0.65057075
0,0.89522284
2,0.6636724
0,0.89276546
2,0.65544266
0,0.8868771
2,0.6408983
0,0.8999913
0,0.8885449
0,0.89135844
0,0.8826397
2,0.6297071
0,0.89197385
2,0.64195716
0,0.8923323
0,0.8894673
2,0.66348183
2,0.6579206
0,0.887397
0,0.89675397
0,0.8900434
2,0.6466
0,0.8536043
2,0.6594354
0,0.88497984
0,0.8949797
2,0.65170556
2,0.6490363
0,0.88992584
0,0.88817775
0,0.88686436
0,0.8683054
0,0.87781334
0,0.8736432
0,0.89775515
2,0.6282295
0,0.8683923
0,0.89825696
0,0.8857547
0,0.8877175
0,0.89627653
0,0.88583636
2,0.65988433
0,0.8831804
0,0.8949483
0,0.88706094
0,0.88741755
2,0.6337241
0,0.87726665
0,0.8927466
2,0.6458706
0,0.8843748
0,0.8679548
0,0.88722867
0,0.8900344
0,0.89745826
2,0.6557021
0,0.86028093
2,0.64205647
2,0.6286054
0,0.88459396
2,0.6664514
2,0.6488969
2,0.6701184
0,0.8889332
0,0.8855502
2,0.64983773
0,0.8907551
0,0.8754836
2,0.6431785
0,0.88713694
0,0.86105317
0,0.8910334
2,0.6556193
0,0.89453465
0,0.8918973
0,0.89615524
0,0.89103943
0,0.8866992
0,0.8887657
2,0.6527526
0,0.8837295
0,0.8772673
2,0.6703404
0,0.85358566
0,0.88641846
0,0.8755833
0,0.8898335
0,0.8935348
2,0.6728469
0,0.8901607
0,0.8975687
0,0.88413745
0,0.8946642
0,0.88735443
2,0.6532959
0,0.89396155
0,0.88522124
0,0.89563435
0,0.8881921
0,0.8650049
2,0.6557685
0,0.8920727
2,0.6589138
0,0.8947449
0,0.87792754
0,0.8919193
2,0.66926384
2,0.64297193
2,0.65256673
2,0.6533392
2,0.6614881
2,0.6449128
2,0.65801644
0,0.8409816
0,0.88896257
0,0.89287776
0,0.8862589
2,0.6693312
2,0.6791104
2,0.635491
0,0.8958359
0,0.84587115
0,0.8918642
0,0.8827651
2,0.6569713
0,0.9017875
2,0.66026676
2,0.6395842
2,0.6576441
0,0.89223206
0,0.8785467
0,0.8872058
0,0.8879988
0,0.89740497
0,0.8625027
2,0.6680375
0,0.89698285
0,0.8028696
0,0.82757163
2,0.6330579
0,0.8653688
0,0.88809896
0,0.8568099
0,0.8921894
2,0.6699796
0,0.89512116
0,0.8668028
0,0.8514221
0,0.89382374
0,0.8953401
0,0.8572388
0,0.88815427
0,0.8951009
0,0.8838978
0,0.88340676
2,0.57100356
0,0.89869326
0,0.89510745
0,0.8411148
2,0.6670494
0,0.8901804
2,0.6675822
2,0.6606209
2,0.658834
0,0.8805838
0,0.8926903
2,0.6589024
2,0.63370216
0,0.8962708
0,0.8847421
0,0.8972151
0,0.890708
0,0.88352853
2,0.6559541
0,0.88956594
0,0.89134306
0,0.8947446
2,0.62720275
0,0.8669491
0,0.89922583
0,0.89730287
2,0.671445
0,0.8865405
0,0.8962915
0,0.89072
2,0.6457966
0,0.86854845
0,0.8829978
0,0.88144267
0,0.8837766
2,0.6622907
0,0.8849297
0,0.883758
0,0.88518906
0,0.8899716
0,0.88288087
0,0.8923328
0,0.8874514
0,0.8797355
0,0.8875658
0,0.8967115
2,0.6561727
0,0.87881184
2,0.66852474
2,0.6586116
2,0.65651387
0,0.89322525
0,0.88130516
0,0.88832486
0,0.89591855
0,0.87428474
0,0.8858037
0,0.8988315
0,0.8866684
0,0.8862222
0,0.89401996
0,0.85801136
2,0.64721286
0,0.88743246
0,0.8850483
0,0.89535695
0,0.8943782
0,0.8797345
2,0.64803076
2,0.66681117
0,0.8897101
0,0.8954856
0,0.8939684
0,0.88174427
0,0.88925743
0,0.8905678
0,0.88636124
0,0.88151085
0,0.8626698
0,0.89387906
2,0.6455948
0,0.8953844
0,0.8941809
2,0.64297855
0,0.84534067
0,0.8827832
0,0.842611
0,0.87659526
0,0.8917486
0,0.8913789
2,0.6452965
0,0.89234644
0,0.8897577
0,0.89066416
0,0.8923882
2,0.6626325
0,0.89042485
2,0.6539491
2,0.65723133
2,0.6573754
0,0.881758
0,0.8897596
0,0.898177
0,0.84462386
0,0.8829387
0,0.8976672
0,0.89122283
2,0.65245086
0,0.8979436
0,0.88669384
2,0.6478017
0,0.8740634
2,0.66915303
0,0.8841824
2,0.64387023
0,0.8760421
2,0.65165937
0,0.8737044
2,0.66430616
0,0.8948574
0,0.8707724
0,0.88541317
0,0.872165
0,0.8282016
0,0.8904576
0,0.88314503
2,0.66262054
2,0.66011477
0,0.8846001
0,0.881691
2,0.6503357
0,0.8884299
0,0.8753967
2,0.63198495
0,0.89001185
2,0.6662068
0,0.8586347
0,0.88694054
0,0.895722
0,0.8911283
2,0.6470983
0,0.8843403
2,0.6617037
0,0.8930531
0,0.8859285
0,0.8932687
0,0.8888192
0,0.8959293
0,0.88545036
0,0.8936949
0,0.8927456
0,0.8852212
2,0.6494162
0,0.8650101
2,0.66245246
0,0.8910668
2,0.67202157
0,0.89228225
0,0.8915703
0,0.87705725
0,0.90124893
0,0.8958832
2,0.65428114
0,0.894226
0,0.8852331
2,0.63747054
2,0.65331054
0,0.89912957
0,0.89076024
0,0.8907759
2,0.63484025
0,0.8794576
0,0.89154905
0,0.8821745
0,0.8885324
0,0.87897325
0,0.8813636
2,0.6610861
0,0.87916166
2,0.6529141
2,0.6548375
0,0.8771829
2,0.6681429
2,0.6467078
0,0.8849906
0,0.8942175
0,0.89598733
0,0.8917677
0,0.86135113
0,0.8808619
2,0.6701083
0,0.895756
2,0.6570082
0,0.8918991
0,0.8940233
0,0.8958501
2,0.6490558
0,0.89563626
0,0.891854
2,0.665352
2,0.66002244
0,0.87643105
0,0.8846585
2,0.6631157
2,0.635144
0,0.8776068
0,0.89299077
0,0.8905505
2,0.6673698
0,0.8903335
0,0.88770276
0,0.8680104
2,0.6635264
0,0.89294964
0,0.892599
2,0.6437061
2,0.66060096
0,0.8516137
0,0.8884328
2,0.6490506
2,0.65808094
0,0.88488954
0,0.88288194
2,0.65555
0,0.893924
2,0.64429337
2,0.6512123
0,0.88787955
0,0.88439864
2,0.6297644
2,0.668973
0,0.8903657
2,0.63710904
0,0.8878309
0,0.88951963
2,0.65153813
2,0.6446041
0,0.8892477
0,0.8956478
0,0.88897395
2,0.6613348
2,0.6744308
0,0.8890471
0,0.8893077
0,0.89753693
0,0.8827448
0,0.88551176
0,0.8918836
0,0.89071816
2,0.64550686
0,0.8874796
0,0.89869636
0,0.8935026
2,0.65769583
0,0.8471304
0,0.8877532
0,0.89216083
0,0.88648987
0,0.8839663
2,0.6588278
0,0.8944323
0,0.88024443
0,0.88153595
2,0.66105604
0,0.89418995
0,0.8828231
2,0.65865725
2,0.650949
0,0.8939015
0,0.89646924
2,0.637962
0,0.8910769
0,0.8876837
0,0.8835169
2,0.6680521
0,0.89091104
2,0.66483027
0,0.8859428
0,0.89217687
0,0.8739321
0,0.8695614
0,0.8917441
0,0.87362075
2,0.6382196
0,0.8970587
0,0.8890679
0,0.8886069
2,0.65497375
0,0.8877382
0,0.8916103
0,0.8888631
2,0.65241027
0,0.8941623
2,0.6640022
0,0.8921599
0,0.8907949
0,0.85279113
2,0.6510072
0,0.8877264
0,0.88812405
2,0.63729614
0,0.8700302
2,0.6526693
0,0.8166788
0,0.8725046
0,0.89048505
0,0.89449126
0,0.8796727
0,0.88768876
2,0.63927716
0,0.8770502
2,0.6568628
2,0.6623095
2,0.66675127
0,0.8961317
0,0.8841968
0,0.8968511
0,0.8674902
2,0.6441812
0,0.8849205
2,0.6541415
2,0.6428627
0,0.8864948
0,0.8949693
0,0.88530666
2,0.67004746
0,0.87613016
0,0.89004886
0,0.8909375
2,0.6783721
2,0.65905154
0,0.8968149
2,0.65084904
0,0.8990981
2,0.6530256
0,0.86940914
2,0.66053575
0,0.8820624
0,0.89345837
0,0.8978363
2,0.6756893
0,0.89557356
0,0.88065624
0,0.8808333
0,0.8971785
0,0.8921076
2,0.6462989
2,0.6596254
0,0.88756317
0,0.8871875
0,0.8893601
0,0.8921274
0,0.88586986
0,0.8732575
2,0.65678495
2,0.64508104
0,0.88306713
2,0.6536826
0,0.89353836
0,0.894534
0,0.88406235
0,0.85784394
0,0.8807324
0,0.89446676
0,0.88808817
0,0.8942524
0,0.8842619
0,0.87783116
2,0.65209514
2,0.63510764
0,0.89702505
2,0.6570621
0,0.8947294
0,0.8897043
0,0.86540157
0,0.8922933
2,0.6589484
0,0.88952327
2,0.6672589
2,0.6490729
0,0.8931896
0,0.8909774
2,0.6497784
0,0.8898453
0,0.8886049
0,0.8626109
0,0.88499564
0,0.88036054
0,0.8886156
0,0.88770187
0,0.8751431
0,0.8942825
2,0.6354346
0,0.893941
0,0.88629085
0,0.89766943
0,0.88416433
0,0.8833332
0,0.853395
0,0.8944142
2,0.6539407
2,0.67002815
2,0.6649566
0,0.86061984
2,0.6631626
0,0.808075
0,0.89439464
0,0.89755094
0,0.8316592
0,0.89269644
0,0.89106035
0,0.8908645
2,0.636496
2,0.6364604
2,0.66270834
0,0.88543016
2,0.66277087
0,0.88605165
2,0.65765786
0,0.90057874
0,0.8918943
2,0.6419
2,0.6607381
0,0.89314073
2,0.65328884
0,0.84769326
0,0.8886159
0,0.898138
0,0.892261
0,0.8935249
0,0.8880045
2,0.63026685
0,0.89087695
2,0.63404554
0,0.8899614
0,0.89251524
2,0.6634934
2,0.6595872
2,0.6459538
2,0.65790856
2,0.66355264
0,0.8446688
0,0.89055467
2,0.654975
0,0.8859505
0,0.8986512
2,0.6368781
0,0.88408625
0,0.89026046
0,0.83410513
0,0.88689053
0,0.87827754
2,0.6556619
0,0.89115083
0,0.8981312
0,0.86526364
0,0.8831224
0,0.89653355
0,0.8794486
2,0.65390444
0,0.8822228
0,0.88730097
0,0.8988824
0,0.8947706
0,0.89403254
0,0.8905176
0,0.8789089
0,0.8943385
2,0.65692544
0,0.8838645
0,0.886549
2,0.6542159
2,0.6411512
2,0.67485726
0,0.8880613
0,0.8866395
2,0.67016417
0,0.81652176
2,0.648941
0,0.8768002
0,0.88982576
2,0.6614261
2,0.63586587
2,0.6665485
0,0.8943037
2,0.65334135
0,0.8649226
0,0.889906
0,0.8891237
0,0.8914254
0,0.89077526
0,0.88944477
0,0.86558247
0,0.8915067
0,0.8851331
0,0.8474313
0,0.8952022
0,0.89076626
2,0.6615292
2,0.6588136
2,0.64724874
0,0.8871738
2,0.66814804
2,0.6569826
0,0.89203596
0,0.85885954
0,0.89121044
0,0.8703587
2,0.66035986
0,0.80442846
0,0.88889784
0,0.8946652
0,0.84516335
0,0.8868208
2,0.6632128
0,0.8961611
0,0.87443393
0,0.9017672
2,0.6526819
0,0.8922426
0,0.88957995
0,0.8857301
0,0.87244767
0,0.89623874
0,0.89754486
0,0.88849384
0,0.8929757
0,0.876794
0,0.89928895
2,0.658031
2,0.6661013
0,0.8794069
0,0.8992272
0,0.8913451
0,0.88756955
2,0.7818194
2,0.6363847
0,0.87833816
0,0.8626488
2,0.66585875
0,0.88915026
2,0.6582134
0,0.8814808
0,0.8734713
0,0.831994
0,0.8884993
0,0.8676821
2,0.65635103
0,0.889232
2,0.6424819
0,0.8907056
2,0.6329767
0,0.89014065
0,0.8638105
0,0.8902495
2,0.64704067
2,0.6576884
0,0.8851034
0,0.88508874
2,0.66825277
0,0.8944397
0,0.8902495
0,0.8873487
0,0.89215946
2,0.6481892
0,0.83574986
2,0.64500314
0,0.88493896
0,0.8509082
2,0.6713204
0,0.89014566
0,0.89600325
0,0.88714385
0,0.8895792
0,0.88862616
0,0.89826655
0,0.8843599
0,0.83041817
0,0.89531136
2,0.64526397
0,0.88733125
2,0.6370028
0,0.88804716
0,0.88915336
2,0.66380215
0,0.88287014
0,0.88856286
2,0.656876
0,0.89554626
2,0.64236224
0,0.88714737
2,0.6580619
2,0.6347701
0,0.88788944
0,0.8665111
0,0.88446254
0,0.8104434
0,0.89431655
2,0.65689194
2,0.6386246
0,0.8910022
2,0.65558547
0,0.89409524
2,0.65985906
2,0.65274787
0,0.8966512
0,0.89188564
0,0.8901192
0,0.89412487
0,0.89573324
0,0.84936917
0,0.8892748
0,0.8806402
0,0.89186466
0,0.88834953
0,0.88516587
2,0.65195996
0,0.8811021
2,0.6639557
2,0.6423873
0,0.81489766
2,0.6359418
0,0.88995373
0,0.88772184
2,0.6437381
0,0.8893944
0,0.8905871
0,0.8920223
2,0.63130003
0,0.885276
2,0.64967847
0,0.85324585
0,0.8900264
2,0.65744054
2,0.6484547
2,0.6605224
2,0.64832306
0,0.8978991
0,0.89490974
2,0.6539149
2,0.6645588
2,0.6461957
0,0.87808377
2,0.64517856
0,0.8826039
0,0.8887374
0,0.8783354
0,0.89902574
0,0.89375514
0,0.8926327
0,0.8909521
2,0.6666804
0,0.88572794
0,0.89018846
2,0.64977044
2,0.6410561
0,0.88861984
0,0.8824212
0,0.8769412
2,0.64571446
2,0.6588278
0,0.89547074
0,0.88671035
0,0.89038056
0,0.89417326
0,0.8703087
0,0.89673626
2,0.6593634
0,0.89077634
2,0.6332014
0,0.8894203
0,0.89090526
2,0.653333
2,0.64269763
0,0.8827573
0,0.89435786
2,0.6630319
0,0.867516
2,0.6781751
0,0.89393926
0,0.8930644
2,0.6525737
2,0.6527977
0,0.8925733
2,0.6348214
0,0.8928411
0,0.89423716
2,0.6412889
0,0.892419
0,0.8940187
0,0.89211756
2,0.6731951
0,0.89869636
0,0.8875578
0,0.8962828
0,0.8967424
2,0.6301242
0,0.8961126
0,0.89537066
2,0.658314
2,0.6644511
2,0.649944
0,0.8950486
2,0.6468084
0,0.897192
0,0.8911828
0,0.8800059
0,0.88728845
2,0.63812107
0,0.8794098
2,0.6309621
2,0.65044975
0,0.86536324
0,0.88699555
2,0.66776526
2,0.6478229
0,0.8977162
0,0.89085263
2,0.6543971
2,0.6506087
0,0.8884904
0,0.89422923
0,0.8910941
0,0.8651788
2,0.6634798
0,0.8832346
0,0.89870685
0,0.89484614
2,0.66684896
0,0.90186733
0,0.8839842
0,0.88936275
0,0.8870793
0,0.8991182
2,0.6581295
0,0.8836765
0,0.8801132
0,0.8917264
0,0.8934593
2,0.6575023
0,0.89173025
0,0.8968313
2,0.66456634
2,0.6642152
0,0.89621603
2,0.6397615
2,0.64269185
0,0.8936209
0,0.87077665
2,0.6461064
0,0.89253104
0,0.8924105
2,0.665808
2,0.64760965
0,0.89557314
0,0.8959725
2,0.6618036
0,0.89851665
2,0.6530478
0,0.8877522
2,0.6664622
2,0.64903784
2,0.6584321
0,0.89630586
0,0.9005506
2,0.66646063
0,0.88068414
0,0.88589275
0,0.88759536
2,0.6624384
0,0.88887787
2,0.63952976
0,0.8948699
0,0.87566274
0,0.89062953
0,0.88730735
0,0.8836399
0,0.86834025
0,0.89778274
2,0.6401435
2,0.6300678
2,0.65904003
0,0.8841424
2,0.63179964
2,0.6643137
0,0.88829297
0,0.86213046
2,0.6589209
2,0.6546664
0,0.8736819
0,0.8757235
2,0.66390914
0,0.8941097
2,0.64491236
0,0.88367635
0,0.88819414
0,0.8956947
0,0.8929871
0,0.8945919
2,0.6585949
2,0.65939254
0,0.89654714
0,0.8887415
0,0.89306843
0,0.828645
2,0.63943887
0,0.891501
0,0.8848283
0,0.87935656
0,0.891876
0,0.88208646
0,0.8923615
0,0.8767081
0,0.8908275
0,0.8965598
2,0.6539498
0,0.8863342
2,0.66119397
0,0.88813543
0,0.88941234
2,0.66259444
0,0.8922313
0,0.8878976
2,0.667822
0,0.8964955
0,0.8938262
2,0.6534393
0,0.88422173
2,0.6571788
2,0.6412035
2,0.632745
0,0.873486
0,0.8918333
2,0.6575613
0,0.8988824
0,0.88396835
0,0.8961314
0,0.8992744
2,0.6582389
0,0.85846674
0,0.8846587
2,0.6538838
0,0.89503306
0,0.8863389
0,0.8588685
0,0.8874505
2,0.6510925
0,0.89498574
0,0.8537641
0,0.856015
0,0.89253265
0,0.8446747
0,0.8944612
0,0.8904732
2,0.6449138
0,0.89684045
0,0.8895768
0,0.88978356
0,0.88033235
0,0.8865102
0,0.8839111
0,0.88944465
2,0.66239804
0,0.8892346
0,0.8577606
0,0.89863175
2,0.65218496
2,0.66284937
0,0.8896852
2,0.654549
2,0.6683509
0,0.87025815
2,0.6705848
0,0.8832166
0,0.85931885
2,0.6468515
0,0.8796478
0,0.8929832
0,0.8960023
2,0.67511296
0,0.8907159
0,0.9007995
0,0.89425564
0,0.893564
0,0.8716606
0,0.87492365
2,0.64588314
2,0.6603982
2,0.6489684
0,0.8802182
0,0.89177895
0,0.8897092
0,0.8951014
0,0.87552387
2,0.6538058
2,0.6622137
0,0.8917199
0,0.89359957
0,0.88662815
0,0.88862336
0,0.8812597
0,0.89498526
0,0.8927072
0,0.86746377
0,0.86673284
0,0.8417426
0,0.8620916
0,0.85134166
2,0.66916466
0,0.88614076
0,0.89457434
0,0.8842636
0,0.8863248
0,0.8857363
2,0.631778
0,0.8960177
0,0.8973181
0,0.8141411
0,0.89765275
0,0.8934885
0,0.87934524
0,0.90256405
2,0.6577968
0,0.898358
2,0.656783
0,0.88787335
2,0.66052103
2,0.6554133
0,0.8804925
2,0.64020663
0,0.88791764
0,0.868993
2,0.6582825
0,0.86507314
2,0.6359733
0,0.8576223
0,0.8671346
0,0.8945796
0,0.894331
0,0.8810285
0,0.8969979
0,0.8956589
0,0.8875206
0,0.89859396
0,0.896151
0,0.898431
0,0.88111246
0,0.8783111
0,0.8882596
0,0.8957513
0,0.8841726
0,0.89780396
0,0.88458204
0,0.8941086
0,0.88705605
2,0.65181124
2,0.6600995
2,0.6472203
2,0.6426195
0,0.8625027
0,0.8952296
0,0.8912505
0,0.8455303
0,0.8987943
0,0.895106
0,0.87839967
2,0.64372295
0,0.8877238
0,0.8944056
0,0.8890583
0,0.8738429
2,0.6544306
0,0.8979389
0,0.8998933
0,0.8886882
0,0.8896709
2,0.64040875
2,0.66142046
0,0.8948259
0,0.8913445
2,0.65139526
0,0.89304763
0,0.8936503
0,0.8960761
0,0.88192505
0,0.87877053
2,0.6689892
0,0.85603124
0,0.89327025
0,0.88932425
2,0.65196073
0,0.8820863
2,0.6632594
0,0.8977567
0,0.891978
0,0.8914122
0,0.89276665
2,0.63639706
0,0.89687294
0,0.8996293
0,0.89469373
2,0.65397125
2,0.6630588
0,0.88133293
2,0.6654505
2,0.6512182
0,0.88302493
0,0.8962479
0,0.8768254
0,0.8852292
0,0.8909721
0,0.8942711
0,0.8878746
0,0.89002436
0,0.8299278
0,0.8865048
2,0.64777356
0,0.8916127
0,0.8896055
0,0.8908036
0,0.89787143
0,0.8925873
2,0.64864904
0,0.88626206
2,0.6511402
0,0.8886113
0,0.8954943
0,0.88846403
2,0.6559868
2,0.65969193
0,0.8948644
2,0.6655427
0,0.8870912
0,0.86513424
0,0.8910953
2,0.64816594
2,0.65160686
2,0.6370467
0,0.88787955
2,0.6643923
0,0.8801335
0,0.8439303
0,0.88700783
0,0.88872427
0,0.8726687
0,0.87595916
2,0.6550399
0,0.8960486
0,0.8941097
2,0.6490979
0,0.88733023
2,0.6629294
2,0.6286538
0,0.8531851
0,0.88101166
2,0.6567767
0,0.88489974
0,0.87898505
0,0.88496405
0,0.8901562
2,0.65290034
0,0.88643897
0,0.8960573
0,0.872257
0,0.87635285
0,0.82243544
0,0.891409
0,0.8935436
2,0.6602609
2,0.6553553
0,0.8930058
0,0.8748132
0,0.88147676
0,0.8881032
0,0.85718685
0,0.8902292
0,0.89400995
0,0.85421985
2,0.64854825
0,0.871493
0,0.88524395
0,0.88799846
0,0.87571996
0,0.88907385
0,0.8860097
0,0.8694159
0,0.8873898
2,0.64948756
2,0.667245
0,0.86312133
0,0.87492496
0,0.88985664
0,0.896493
2,0.6284034
0,0.89025617
2,0.6581739
2,0.6553862
0,0.8870526
0,0.89227504
2,0.6290285
0,0.89801264
0,0.89192337
0,0.892761
0,0.87481433
0,0.8897359
0,0.8807102
0,0.8890054
0,0.892692
0,0.89494896
0,0.89151233
0,0.89196134
0,0.889992
0,0.88902485
0,0.8913551
0,0.88923
0,0.8798607
0,0.8921849
2,0.65883726
0,0.8942679
0,0.8901619
2,0.6481261
0,0.8807343
0,0.8931055
0,0.88493663
0,0.89257765
0,0.8443059
0,0.89701873
2,0.64358395
0,0.8843379
0,0.856873
0,0.8803108
0,0.89982975
0,0.8667357
2,0.6572728
0,0.88584137
0,0.8929073
0,0.89149964
0,0.89434564
2,0.6358673
2,0.6559865
0,0.8843014
0,0.8275488
2,0.6479563
0,0.892452
2,0.673877
2,0.6487935
0,0.8863112
2,0.6510119
0,0.8838334
0,0.8704319
2,0.6392946
2,0.66570044
0,0.89417434
2,0.66146886
0,0.8934299
0,0.8944189
0,0.8832938
2,0.6354029
0,0.8888696
0,0.8934635
0,0.8848736
2,0.6514391
0,0.8952283
2,0.6533074
0,0.8670365
0,0.8917386
0,0.88997847
2,0.6392025
0,0.89777637
0,0.8889341
0,0.89663714
0,0.8958302
0,0.8883701
0,0.8903123
2,0.65458375
0,0.8863723
0,0.8949107
0,0.9013015
0,0.8537916
0,0.86790586
2,0.66796404
2,0.6282482
0,0.8910245
2,0.63230693
0,0.8893766
0,0.8996493
0,0.8974697
0,0.8920054
0,0.89313006
0,0.8922301
0,0.88191843
2,0.6505225
2,0.6439928
0,0.88312775
0,0.8913922
0,0.89007163
0,0.89117706
0,0.88385576
0,0.8883992
0,0.86453825
2,0.66362387
2,0.64544874
0,0.8941637
2,0.6559082
2,0.64569134
0,0.88623446
0,0.8832756
2,0.65169835
0,0.8905492
0,0.8952955
0,0.89091384
0,0.8892442
0,0.8903293
2,0.6575142
2,0.6568336
0,0.88684916
0,0.8913676
0,0.8857197
0,0.8898426
0,0.8878236
2,0.65164614
0,0.85511744
2,0.64130664
0,0.89699876
0,0.88342285
0,0.8978179
2,0.64352435
0,0.89062697
0,0.8840803
0,0.8968477
0,0.86705816
2,0.6489019
0,0.82515657
0,0.8912534
0,0.8901633
0,0.8801579
0,0.88158596
0,0.8967208
0,0.89608216
0,0.89370537
0,0.8967371
0,0.8857287
0,0.89070207
2,0.64621264
0,0.8815985
0,0.8932302
2,0.6725564
2,0.6453272
2,0.6784536
2,0.6439637
0,0.8931644
0,0.88532746
2,0.6529441
0,0.89326465
2,0.7848469
2,0.644798
0,0.89040613
0,0.8980713
0,0.8355687
0,0.8909517
2,0.6687783
0,0.8938163
0,0.88977677
0,0.87180436
0,0.89125055
0,0.8953791
2,0.63217664
0,0.8923903
0,0.8183494
0,0.8869728
2,0.6458497
0,0.87920606
0,0.87212086
2,0.6530015
0,0.89190704
0,0.8831882
0,0.8950794
0,0.8942294
2,0.6602284
0,0.8822735
0,0.8892956
0,0.890219
0,0.89317715
0,0.8900987
0,0.89751744
0,0.8936356
0,0.89236665
0,0.89081794
0,0.8872987
0,0.8868853
0,0.8833301
0,0.88982624
0,0.8948257
0,0.85334915
0,0.89273685
0,0.8962309
0,0.87345797
0,0.88803947
0,0.89376885
0,0.89230484
0,0.8916983
0,0.8973128
0,0.8934088
0,0.8939183
0,0.89166796
2,0.657964
